Item_Weight,Item_Fat_Content,Item_Visibility,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
14.7,Low Fat,0.020916223,Small,Tier 2,Supermarket Type1,1523.739913
11.6,LF,0,Small,Tier 2,Supermarket Type1,1500
16.75,Low Fat,0.104768536,High,Tier 3,Supermarket Type1,2017.864603
12.5,Low Fat,0.020680499,High,Tier 3,Supermarket Type1,1923.100117
12.6,Regular,0.123727659,,Tier 3,Grocery Store,495.6274546
12.35,Low Fat,0.163805509,High,Tier 3,Supermarket Type1,2090.178196
13.35,Low Fat,0.065082452,,Tier 2,Supermarket Type1,1568.857234
,Regular,0.182128363,Small,Tier 1,Grocery Store,955.9871786
,Regular,0.01871404,Medium,Tier 3,Supermarket Type3,769.7433122
,Low Fat,0.159096908,Small,Tier 1,Grocery Store,982.8023473
6.63,Regular,0.103935018,High,Tier 3,Supermarket Type1,1959.443574
6.61,Regular,0.029129907,Medium,Tier 3,Supermarket Type2,1179.829025
19.6,Regular,0.128011859,Small,Tier 2,Supermarket Type1,1603.614231
13.6,Regular,0.119850541,,Tier 2,Supermarket Type1,1575.363666
,Low Fat,0.073985248,Medium,Tier 3,Supermarket Type3,880.0520383
19.25,Regular,0.027233781,,Tier 2,Supermarket Type1,1480.61077
,Low Fat,0.079440262,Small,Tier 1,Grocery Store,893.5806286
20,Regular,0.060022526,,Tier 2,Supermarket Type1,1516.324891
,Low Fat,0.02110482,Medium,Tier 3,Supermarket Type3,823.5951888
20.75,Low Fat,0.181958524,,Tier 3,Grocery Store,586.6894456
7.235,Low Fat,0.058222587,Medium,Tier 1,Supermarket Type1,2060.3186
,Low Fat,0.054723717,Medium,Tier 3,Supermarket Type3,855.3256779
6.78,Low Fat,0.066724663,Medium,Tier 1,Supermarket Type1,2070.594693
7.3,Low Fat,0.144167934,,Tier 3,Grocery Store,562.9097654
12.3,Low Fat,0.052458358,High,Tier 3,Supermarket Type1,1956.86486
16.85,Low Fat,0.139985583,Medium,Tier 3,Supermarket Type2,1351.604386
14.65,Regular,0.099286298,Medium,Tier 1,Supermarket Type1,2059.214928
15.6,Low Fat,0.037680711,Small,Tier 2,Supermarket Type1,1539.640108
17.35,Low Fat,0.168064909,Medium,Tier 3,Supermarket Type2,1397.980463
16,Low Fat,0.090111173,Medium,Tier 1,Supermarket Type1,2091.913396
17,Low Fat,0.136286138,Medium,Tier 3,Supermarket Type2,1348.279318
11.5,reg,0.125857678,,Tier 2,Supermarket Type1,1598.008629
5.695,Regular,0.067700925,Small,Tier 1,Supermarket Type1,1721.559878
15.2,Low Fat,0.112896669,Small,Tier 1,Supermarket Type1,1823.057369
9.1,Low Fat,0.173973652,High,Tier 3,Supermarket Type1,2078.14902
16.85,Low Fat,0,,Tier 2,Supermarket Type1,1500
11.15,Low Fat,0.073516952,,Tier 2,Supermarket Type1,1583.147673
17,Low Fat,0.119285634,High,Tier 3,Supermarket Type1,2021.432775
7.47,Regular,0.153011599,,Tier 2,Supermarket Type1,1607.295924
20.7,Low Fat,0.04875891,Small,Tier 1,Supermarket Type1,1753.488524
15.6,Regular,0.105276162,Small,Tier 2,Supermarket Type1,1570.225377
17.7,Regular,0.122123201,,Tier 2,Supermarket Type1,1591.17442
13,Low Fat,0.082970667,Medium,Tier 1,Supermarket Type1,2088.28079
14,Regular,0.029782937,,Tier 2,Supermarket Type1,1482.522967
18.85,Regular,0.067953506,Small,Tier 1,Supermarket Type1,1730.253091
15.7,Low Fat,0.03722507,Small,Tier 2,Supermarket Type1,1539.830825
15.85,Low Fat,0.020487625,Small,Tier 1,Supermarket Type1,1723.048578
6.175,Regular,0.179077475,Small,Tier 1,Supermarket Type1,1835.882419
,low fat,0.037131628,Small,Tier 1,Grocery Store,841.1047122
16,Regular,0.017547958,Small,Tier 2,Supermarket Type1,1471.05755
13.15,Low Fat,0.093191195,,Tier 2,Supermarket Type1,1594.868637
16.5,Regular,0.079875237,,Tier 2,Supermarket Type1,1534.907377
14.65,Low Fat,0.01125332,,Tier 2,Supermarket Type1,1511.5234
13.5,Regular,0.125170423,High,Tier 3,Supermarket Type1,1995.07252
10.1,Low Fat,0.032152004,Medium,Tier 1,Supermarket Type1,2037.296325
11.85,Regular,0.056033565,,Tier 2,Supermarket Type1,1509.339545
9.285,Regular,0.021049215,,Tier 2,Supermarket Type1,1471.954331
12.8,Regular,0.023526504,Small,Tier 2,Supermarket Type1,1474.067614
6.235,Low Fat,0.020229757,Medium,Tier 1,Supermarket Type1,2023.992492
12.15,Low Fat,0.131445848,,Tier 2,Supermarket Type1,1639.989828
,Low Fat,0.083862625,Small,Tier 1,Grocery Store,889.7330088
12.35,reg,0.18614827,Medium,Tier 1,Supermarket Type1,2165.745845
9.195,Regular,0.204713036,,Tier 3,Grocery Store,577.436183
16.2,Low Fat,0.036057562,Medium,Tier 3,Supermarket Type2,1241.141678
7.285,Low Fat,0.031327839,,Tier 2,Supermarket Type1,1532.361658
7.05,Regular,0.055558509,Small,Tier 1,Supermarket Type1,1709.503163
,Low Fat,0,Small,Tier 1,Grocery Store,800
14.5,Regular,0.063863551,Small,Tier 1,Supermarket Type1,1725.039672
13.35,Low Fat,0,,Tier 2,Supermarket Type1,1500
11.5,Low Fat,0,Medium,Tier 1,Supermarket Type1,2000
12.1,Low Fat,0.016852909,Medium,Tier 1,Supermarket Type1,2017.830378
11.8,Regular,0.094037241,Medium,Tier 3,Supermarket Type2,1253.346928
7.05,Low Fat,0.085312137,Medium,Tier 3,Supermarket Type2,1289.748368
,Low Fat,0.053764023,Medium,Tier 3,Supermarket Type3,858.0651448
18.75,Low Fat,0.010365546,Small,Tier 1,Supermarket Type1,1711.236252
19.25,Regular,0.027135522,,Tier 2,Supermarket Type1,1481.667154
16.2,Low Fat,0,High,Tier 3,Supermarket Type1,1900
8.31,reg,0.116148596,Medium,Tier 3,Supermarket Type2,1266.845488
13.1,Low Fat,0.075363922,,Tier 2,Supermarket Type1,1584.784412
13.5,Low Fat,0.021496403,Small,Tier 1,Supermarket Type1,1722.420748
11.15,Regular,0.085931544,Small,Tier 1,Supermarket Type1,1750.883633
7.5,Low Fat,0.096806008,Medium,Tier 3,Supermarket Type2,1312.101357
,low fat,0.04778563,Medium,Tier 3,Supermarket Type3,855.7658302
15.6,Regular,0.105725004,Medium,Tier 3,Supermarket Type2,1269.99788
,Low Fat,0.148764535,Small,Tier 1,Grocery Store,949.8058867
6.78,Low Fat,0.066997921,,Tier 2,Supermarket Type1,1571.821771
16,Low Fat,0.040938155,Small,Tier 2,Supermarket Type1,1541.306598
,Regular,0.014661762,Medium,Tier 3,Supermarket Type3,765.4534971
10.5,LF,0.048213766,Medium,Tier 3,Supermarket Type2,1253.324425
17.1,Low Fat,0.032761024,Medium,Tier 3,Supermarket Type2,1234.202509
7.535,Low Fat,0,,Tier 2,Supermarket Type1,1500
15.1,Low Fat,0.025988508,Small,Tier 2,Supermarket Type1,1526.326359
15.1,Low Fat,0.026140452,,Tier 2,Supermarket Type1,1530.584329
10,low fat,0.025932408,Medium,Tier 3,Supermarket Type2,1227.877339
20.85,Low Fat,0.098170402,,Tier 2,Supermarket Type1,1598.759424
16.7,Regular,0.119439636,Small,Tier 2,Supermarket Type1,1575.292178
8.315,Regular,0.059540542,,Tier 3,Grocery Store,418.6502449
,Low Fat,0.044122209,Small,Tier 1,Grocery Store,844.6075533
16.75,Low Fat,0.081304829,Small,Tier 2,Supermarket Type1,1583.906584
,Low Fat,0.081014461,Small,Tier 1,Grocery Store,882.2296779
12.5,Low Fat,0.006775667,Medium,Tier 1,Supermarket Type1,2007.602298
6.8,Low Fat,0.03749705,Small,Tier 1,Supermarket Type1,1738.921938
7.3,Low Fat,0.086060695,High,Tier 3,Supermarket Type1,1986.66312
15.85,Low Fat,0.020519478,Medium,Tier 1,Supermarket Type1,2023.063893
12.1,Regular,0.061163967,Small,Tier 2,Supermarket Type1,1519.237611
9.195,Regular,0.07821891,,Tier 2,Supermarket Type1,1529.313975
7.59,Regular,0.14492016,High,Tier 3,Supermarket Type1,1995.21
12.15,Low Fat,0.062235983,High,Tier 3,Supermarket Type1,1966.343558
19.75,Regular,0.030166924,,Tier 3,Grocery Store,383.9377895
18.85,Low Fat,0.016104504,Small,Tier 2,Supermarket Type1,1516.603744
12.15,LF,0.01544786,High,Tier 3,Supermarket Type1,1917.703248
13.1,Low Fat,0.037574137,Small,Tier 2,Supermarket Type1,1540.50492
,Low Fat,0.106876976,Medium,Tier 3,Supermarket Type3,928.2523712
,Low Fat,0.32111501,Small,Tier 1,Grocery Store,1164.144421
7.895,Regular,0.061124626,High,Tier 3,Supermarket Type1,1913.752985
,Regular,0.127599399,Small,Tier 1,Grocery Store,893.5493239
16.75,Low Fat,0.029785889,Medium,Tier 1,Supermarket Type1,2030.917753
16.35,Low Fat,0,Small,Tier 2,Supermarket Type1,1500
8.21,Low Fat,0.010762387,Small,Tier 2,Supermarket Type1,1510.848486
15.85,Low Fat,0.108206497,,Tier 2,Supermarket Type1,1627.034427
16.2,Low Fat,0.063127333,Medium,Tier 1,Supermarket Type1,2074.932144
17.5,Low Fat,0.02687089,Small,Tier 1,Supermarket Type1,1727.46205
,Low Fat,0.099681705,Small,Tier 1,Grocery Store,905.1641988
13.65,Regular,0.072898645,Small,Tier 2,Supermarket Type1,1530.407205
11.35,Regular,0.063354531,,Tier 2,Supermarket Type1,1524.378219
10.8,Low Fat,0.082534287,Small,Tier 2,Supermarket Type1,1597.22539
7.47,Regular,0.152024355,High,Tier 3,Supermarket Type1,2020.875375
19.85,Low Fat,0.045669236,Small,Tier 1,Supermarket Type1,1753.20466
8.39,Regular,0.024342578,,Tier 2,Supermarket Type1,1476.63078
10.8,Low Fat,0.028988288,Medium,Tier 1,Supermarket Type1,2030.408714
15,Low Fat,0.044908404,Small,Tier 1,Supermarket Type1,1747.962175
17.35,Low Fat,0.168329848,,Tier 2,Supermarket Type1,1695.767613
14.1,Low Fat,0.111936685,,Tier 3,Grocery Store,533.4285285
19.2,Regular,0.005620213,,Tier 2,Supermarket Type1,1455.912464
15.6,Low Fat,0.117095014,Medium,Tier 1,Supermarket Type1,2134.542171
,LF,0.248301532,Small,Tier 1,Grocery Store,1079.339224
20.5,LF,0.023274107,,Tier 2,Supermarket Type1,1526.323015
,Low Fat,0.091354948,Small,Tier 1,Grocery Store,896.0140503
10.6,Low Fat,0.011087128,Small,Tier 2,Supermarket Type1,1513.12716
15.1,Regular,0.099839365,Small,Tier 2,Supermarket Type1,1569.108362
7.035,Low Fat,0.021938404,Medium,Tier 3,Supermarket Type2,1225.42661
16,Low Fat,0.090480206,,Tier 2,Supermarket Type1,1594.370855
13.65,Regular,0.080640478,Small,Tier 1,Supermarket Type1,1742.73655
18.85,Low Fat,0.040338009,High,Tier 3,Supermarket Type1,1943.040656
6.115,Regular,0.007043008,Small,Tier 2,Supermarket Type1,1458.374137
8.96,Regular,0.069219165,Medium,Tier 3,Supermarket Type2,1227.456246
19.6,Low Fat,0.039569689,Small,Tier 2,Supermarket Type1,1546.336106
9.195,Low Fat,0.180588082,,Tier 3,Grocery Store,606.2315896
8.97,Low Fat,0.09301462,Small,Tier 1,Supermarket Type1,1808.362032
12.35,LF,0.274405193,,Tier 3,Grocery Store,714.193946
9.3,Low Fat,0.066887123,Medium,Tier 1,Supermarket Type1,2077.923498
17.7,Regular,0.042468413,Small,Tier 2,Supermarket Type1,1499.900385
7.27,Low Fat,0.071188446,Medium,Tier 1,Supermarket Type1,2084.28712
20.7,Regular,0.191008614,,Tier 3,Grocery Store,575.7721817
16.1,Regular,0.159595473,High,Tier 3,Supermarket Type1,2019.649988
,Regular,0.086905536,Small,Tier 1,Grocery Store,839.5127021
20.75,Low Fat,0.089186387,High,Tier 3,Supermarket Type1,1992.397097
20.2,LF,0.112321218,Small,Tier 1,Supermarket Type1,1831.640467
5.51,Low Fat,0.034668802,,Tier 2,Supermarket Type1,1541.290543
20.2,Regular,0,,Tier 2,Supermarket Type1,1450
14.7,Low Fat,0.072592873,Medium,Tier 3,Supermarket Type2,1272.738059
20,Regular,0.059889718,Small,Tier 2,Supermarket Type1,1511.925968
17.1,Low Fat,0.112402118,,Tier 3,Grocery Store,530.6112611
11.5,Low Fat,0.029529474,,Tier 3,Grocery Store,430.3267698
11.15,Regular,0.105736638,Medium,Tier 3,Supermarket Type2,1257.851371
16.2,Low Fat,0.044291251,Medium,Tier 1,Supermarket Type1,2052.928045
16.1,Low Fat,0.100388706,Medium,Tier 1,Supermarket Type1,2113.539626
,Low Fat,0.070556945,Medium,Tier 3,Supermarket Type3,876.2015006
15,Regular,0.054599767,Medium,Tier 3,Supermarket Type2,1205.691762
12.8,Low Fat,0.069560905,High,Tier 3,Supermarket Type1,1979.855919
5.985,Low Fat,0,Small,Tier 2,Supermarket Type1,1500
19.35,Regular,0.021453493,Small,Tier 2,Supermarket Type1,1473.663203
16.6,Low Fat,0.016276741,Medium,Tier 3,Supermarket Type2,1216.374401
,LF,0.056656942,Medium,Tier 3,Supermarket Type3,864.3056292
11.5,Low Fat,0.072994847,Medium,Tier 1,Supermarket Type1,2085.257981
8.88,Low Fat,0.165073642,,Tier 3,Grocery Store,579.1049016
11.6,Low Fat,0.017744999,Small,Tier 1,Supermarket Type1,1718.295094
9.8,LF,0.047453947,,Tier 2,Supermarket Type1,1555.378756
9.395,Regular,0.171422166,,Tier 2,Supermarket Type1,1626.393409
12.3,Low Fat,0.021860985,Small,Tier 1,Supermarket Type1,1723.128922
16.1,Low Fat,0.023577298,Small,Tier 1,Supermarket Type1,1725.581368
19.1,Regular,0.043304681,,Tier 3,Grocery Store,398.8909848
8.43,Low Fat,0.177971115,Medium,Tier 1,Supermarket Type1,2212.497511
14.5,Regular,0.106894492,,Tier 3,Grocery Store,467.5839412
8.27,Regular,0.127927931,Small,Tier 1,Supermarket Type1,1781.254057
7.02,Low Fat,0.081623275,,Tier 2,Supermarket Type1,1591.907808
20,Regular,0.051596927,,Tier 2,Supermarket Type1,1507.891752
7.81,Low Fat,0.067592098,,Tier 2,Supermarket Type1,1580.23182
,Low Fat,0.054670967,Small,Tier 1,Grocery Store,858.8806315
13.1,Low Fat,0.012089479,High,Tier 3,Supermarket Type1,1912.500521
15.2,Low Fat,0.021250528,,Tier 2,Supermarket Type1,1524.841867
10.8,Low Fat,0.05843345,Small,Tier 1,Supermarket Type1,1759.894286
12.6,Low Fat,0.05606697,Small,Tier 2,Supermarket Type1,1563.523877
12.15,Low Fat,0.029569276,Medium,Tier 1,Supermarket Type1,2032.200942
7.42,Low Fat,0.0204332,,Tier 2,Supermarket Type1,1521.597892
,Regular,0.055213281,Small,Tier 1,Grocery Store,810.8450357
6.885,Regular,0.1408005,,Tier 2,Supermarket Type1,1608.682164
,Low Fat,0.047665717,Medium,Tier 3,Supermarket Type3,848.0947085
20.25,Low Fat,0.059268885,,Tier 2,Supermarket Type1,1567.447991
15.3,Regular,0.084937098,,Tier 2,Supermarket Type1,1551.329958
9.21,Low Fat,0.008778413,Medium,Tier 1,Supermarket Type1,2009.533357
15.6,Low Fat,0,Medium,Tier 3,Supermarket Type2,1200
15.35,Low Fat,0.013834247,Medium,Tier 1,Supermarket Type1,2015.217672
12.15,Regular,0.132351411,,Tier 2,Supermarket Type1,1593.071875
,Low Fat,0.082955719,Medium,Tier 3,Supermarket Type3,894.2376968
11.395,low fat,0.009893817,Medium,Tier 1,Supermarket Type1,2011.437252
17.1,Low Fat,0,Small,Tier 1,Supermarket Type1,1700
18.85,Regular,0.067940657,Small,Tier 2,Supermarket Type1,1522.832384
19.6,Low Fat,0.094161662,Small,Tier 1,Supermarket Type1,1810.545791
11.3,Regular,0.067107448,,Tier 2,Supermarket Type1,1522.140507
,Low Fat,0.018321361,Medium,Tier 3,Supermarket Type3,821.417671
5.785,Regular,0.038756864,Small,Tier 1,Supermarket Type1,1690.53968
5.82,Regular,0.077254736,High,Tier 3,Supermarket Type1,1939.924513
9,Low Fat,0.08630486,Medium,Tier 3,Supermarket Type2,1301.58082
,Regular,0.128876537,Medium,Tier 3,Supermarket Type3,892.9240795
7.895,Regular,0.061163967,Small,Tier 2,Supermarket Type1,1517.647348
13.8,Low Fat,0.058220302,,Tier 2,Supermarket Type1,1563.460129
5.44,Low Fat,0.025519534,Medium,Tier 1,Supermarket Type1,2026.412718
16.7,Low Fat,0.070133177,High,Tier 3,Supermarket Type1,1974.8321
19.85,Low Fat,0.025947095,High,Tier 3,Supermarket Type1,1928.04881
10.395,Regular,0.091688111,,Tier 2,Supermarket Type1,1558.100283
,LF,0,Small,Tier 1,Grocery Store,800
,Regular,0.165101585,Small,Tier 1,Grocery Store,939.8668228
15.1,Low Fat,0.059417055,Medium,Tier 1,Supermarket Type1,2060.486562
20.5,Low Fat,0.036287517,Medium,Tier 3,Supermarket Type2,1236.39638
15.6,Low Fat,0.037764269,,Tier 2,Supermarket Type1,1542.522567
16.75,Regular,0.024848788,Small,Tier 2,Supermarket Type1,1479.669453
10.85,Low Fat,0.162903525,Medium,Tier 3,Supermarket Type2,1376.750325
16.2,Regular,0.016747538,,Tier 2,Supermarket Type1,1468.589767
7.72,Regular,0.147904328,,Tier 3,Grocery Store,526.1540546
,Low Fat,0.079904068,Medium,Tier 3,Supermarket Type3,889.5724602
5.785,Regular,0.040325274,High,Tier 3,Supermarket Type1,1892.502839
,Regular,0.06302467,Medium,Tier 3,Supermarket Type3,816.4280022
15.2,Low Fat,0.021203509,Small,Tier 2,Supermarket Type1,1524.638477
13.1,Regular,0.098765906,Small,Tier 2,Supermarket Type1,1552.51901
6.32,Low Fat,0.012707362,High,Tier 3,Supermarket Type1,1912.783606
17.85,Low Fat,0.04442649,High,Tier 3,Supermarket Type1,1947.536344
,Regular,0.121712459,Medium,Tier 3,Supermarket Type3,880.5974685
13.85,Low Fat,0.030769458,High,Tier 3,Supermarket Type1,1936.646424
5.78,Low Fat,0.014614357,Medium,Tier 3,Supermarket Type2,1215.841963
,Regular,0.076868664,Small,Tier 1,Grocery Store,839.3982562
6.885,Regular,0.140292495,,Tier 2,Supermarket Type1,1614.843682
8.42,Low Fat,0.070555571,Small,Tier 2,Supermarket Type1,1578.034462
7.63,Low Fat,0.061409711,,Tier 2,Supermarket Type1,1562.392266
10.5,Regular,0.066555152,,Tier 2,Supermarket Type1,1524.874546
7.575,Low Fat,0.092711708,,Tier 3,Grocery Store,504.76423
13.5,Regular,0.017844609,High,Tier 3,Supermarket Type1,1869.272178
12.15,Low Fat,0.025916883,,Tier 2,Supermarket Type1,1529.000992
5.405,Regular,0.053611144,Small,Tier 2,Supermarket Type1,1504.200867
,Low Fat,0.207783483,Small,Tier 1,Grocery Store,1013.601421
7.435,Low Fat,0.122837694,Small,Tier 1,Supermarket Type1,1843.720102
4.635,Low Fat,0.141174838,,Tier 2,Supermarket Type1,1660.374616
8.96,Regular,0.069078149,,Tier 2,Supermarket Type1,1525.295182
18.35,LF,0.089345074,Medium,Tier 3,Supermarket Type2,1290.059835
11.65,Regular,0.058822142,Medium,Tier 1,Supermarket Type1,2019.939527
10.5,Low Fat,0.071368699,Medium,Tier 1,Supermarket Type1,2079.361993
7.39,Low Fat,0.068055818,Medium,Tier 3,Supermarket Type2,1274.316953
,Regular,0.150122794,Medium,Tier 3,Supermarket Type3,913.6338455
14,Low Fat,0.030094192,Small,Tier 1,Supermarket Type1,1731.990126
18.5,Regular,0.076097035,,Tier 3,Grocery Store,431.3477304
13.65,Regular,0.025973384,,Tier 2,Supermarket Type1,1479.635631
14.15,LF,0,,Tier 2,Supermarket Type1,1500
10.1,Regular,0.053887301,,Tier 2,Supermarket Type1,1511.647072
10.1,LF,0.024262772,Medium,Tier 3,Supermarket Type2,1224.723765
13.85,Low Fat,0.034624104,Medium,Tier 1,Supermarket Type1,2037.013167
13.1,Regular,0.044281996,,Tier 2,Supermarket Type1,1500.481475
18.75,Low Fat,0.052121825,Medium,Tier 1,Supermarket Type1,2054.050333
14,Regular,0.135662712,High,Tier 3,Supermarket Type1,2008.454048
16.1,Low Fat,0.023613955,Medium,Tier 1,Supermarket Type1,2027.651941
,Low Fat,0.082152451,Medium,Tier 3,Supermarket Type3,884.1241098
,Regular,0.02363057,Small,Tier 1,Grocery Store,777.5296141
12.35,Low Fat,0.164274416,,Tier 2,Supermarket Type1,1668.381276
20.7,Regular,0.047587685,,Tier 2,Supermarket Type1,1502.060927
7.825,Low Fat,0.079952983,Medium,Tier 3,Supermarket Type2,1288.268093
,low fat,0.024992442,Small,Tier 1,Grocery Store,829.4410967
12.1,Low Fat,0.115107028,,Tier 2,Supermarket Type1,1630.416263
,Low Fat,0.008604657,Medium,Tier 3,Supermarket Type3,809.1467504
14.65,Low Fat,0.083528446,,Tier 2,Supermarket Type1,1599.231794
,Regular,0.036731658,Medium,Tier 3,Supermarket Type3,789.1192158
20.75,Regular,0.129337594,Small,Tier 1,Supermarket Type1,1797.574195
11.15,Low Fat,0,Medium,Tier 1,Supermarket Type1,2000
12.1,Low Fat,0.029827665,Medium,Tier 1,Supermarket Type1,2034.182504
11.6,Regular,0.157718931,,Tier 2,Supermarket Type1,1638.158685
17.6,Low Fat,0.008046275,,Tier 2,Supermarket Type1,1508.609514
,Low Fat,0.068753558,Small,Tier 1,Grocery Store,870.8161647
,Low Fat,0.013199737,Medium,Tier 3,Supermarket Type3,813.9389223
10.65,LF,0.023971463,Small,Tier 1,Supermarket Type1,1726.656267
18.35,Regular,0.09468096,Medium,Tier 3,Supermarket Type2,1253.58097
7.35,Regular,0.014394261,,Tier 2,Supermarket Type1,1466.927651
18.2,Low Fat,0.049396364,Medium,Tier 1,Supermarket Type1,2049.544553
8.39,Regular,0.024243294,Medium,Tier 1,Supermarket Type1,1977.394922
14.3,Low Fat,0.122469209,High,Tier 3,Supermarket Type1,2040.104775
10.195,Regular,0.017730951,,Tier 2,Supermarket Type1,1467.855068
14.15,LF,0.035016754,Medium,Tier 3,Supermarket Type2,1235.92719
16.2,Low Fat,0.019417732,,Tier 2,Supermarket Type1,1522.543987
,Low Fat,0.066358426,Medium,Tier 3,Supermarket Type3,876.7766989
12.65,Low Fat,0.105265475,,Tier 3,Grocery Store,515.3709606
,Low Fat,0.038736754,Medium,Tier 3,Supermarket Type3,843.8112688
10.895,Low Fat,0.044991876,,Tier 3,Grocery Store,452.9554381
5.735,Low Fat,0.05696122,Small,Tier 1,Supermarket Type1,1759.866242
17.85,Low Fat,0.147255604,,Tier 2,Supermarket Type1,1655.207407
5.82,Regular,0.077319079,Small,Tier 1,Supermarket Type1,1741.159194
10,Low Fat,0.089135671,Small,Tier 2,Supermarket Type1,1603.486514
17.6,Regular,0.041373331,Small,Tier 2,Supermarket Type1,1499.234264
,Low Fat,0.04403602,Medium,Tier 3,Supermarket Type3,844.5644522
10.1,Low Fat,0.027041859,High,Tier 3,Supermarket Type1,1929.502668
,Regular,0.056782237,Medium,Tier 3,Supermarket Type3,810.5866469
17.6,Regular,0.03922186,Small,Tier 1,Supermarket Type1,1689.339526
8.645,Low Fat,0.021581922,Small,Tier 2,Supermarket Type1,1522.056724
19.5,Low Fat,0.128206001,Small,Tier 1,Supermarket Type1,1831.154739
7.68,Low Fat,0.071301323,,Tier 2,Supermarket Type1,1575.4368
15.7,Low Fat,0.030765898,,Tier 2,Supermarket Type1,1530.796664
5.405,Regular,0.053730029,,Tier 2,Supermarket Type1,1503.783759
20.85,Regular,0.062350672,,Tier 2,Supermarket Type1,1521.827974
7.39,Low Fat,0.068163102,,Tier 2,Supermarket Type1,1573.275335
6.465,Low Fat,0,Medium,Tier 3,Supermarket Type2,1200
18.25,Low Fat,0.015309885,,Tier 2,Supermarket Type1,1515.738562
